datefield,shelfmarks,title,publisher,edition,flickr_url_to_book_images,place,issuance,authors,identifier,corporate,date
1791,b'British Library HMNTS 644.k.23.(3.)',"b'No Abolition of Slavery; or, the Universal Empire of Love: a poem. [By James Boswell.]'",b'R. Faulder',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000007982',b'London',b'monographic',b'',b'000007982',b'',b'1791'
1799,b'British Library HMNTS 11647.f.44.(2.)',"b""Addisoni Epistola missa ex Italia\xcc\x82 ad illustrem Dominum Halifax, anno 1701. [A translation into Latin hexameter verse.] Auctore A. Murphy. (Addison's Letter to Lord Halifax.) Lat. & Eng,Miscellaneous Single Works""",b'F. & C. Rivington',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000018469',b'Londini',b'monographic',"b'contributor,creator'",b'000018469',b'',b'1799'
1790,"b'British Library HMNTS 11632.d.48.(2.),British Library HMNTS 992.k.27.(3.),British Library HMNTS 1508/379.(2.)'","b'Adriano; or, the first of June, a poem. By the author of The Village Curate [i.e. James Hurdis]'",b'J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000021430',b'London',b'monographic',b'contributor',b'000021430',b'',b'1790'
1795,"b'British Library HMNTS 644.k.24.(5.),British Library HMNTS 11641.h.11.(7.)'","b'The National Advocates, a poem. Affectionately inscribed to the Honourable Thomas Erskine and Vicary Gibbs, Esquire [in praise of their exertions in defence of Thomas Hardy, Horne Tooke and others]. [By William Hayley.]'",b'J. Debrett',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000022105',b'London',b'monographic',b'contributor',b'000022105',b'',b'1795'
1791,b'British Library HMNTS 644.k.23.(7.)',"b'Epistle to William Wilberforce, Esq., on the rejection of the Bill for abolishing the Slave Trade. [In verse.]'",b'J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000033755',b'London',b'monographic',b'creator',b'000033755',b'',b'1791'
1792,b'British Library HMNTS 994.h.4.',b'[Poems.]',b'Joseph Johnson',"b'A new edition, corrected. To which is added, An Epistle to William Wilberforce, Esq.'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000033798',b'London',b'monographic',b'creator',b'000033798',b'',b'1792'
1791,"b'British Library HMNTS 992.h.33.,British Library HMNTS 81.a.8.'",b'Poems',b'J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000033897',b'London',b'monographic',b'creator',b'000033897',b'',b'1791'
1799,"b'British Library HMNTS 994.i.1.,British Library HMNTS RF.2004.a.50'","b'Poems, &c. &c. [Edited by Joanna Hughes.]'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000043252',b'London',b'monographic',"b'contributor,creator'",b'000043252',b'',b'1799'
1799,"b'British Library HMNTS 643.g.5.(1.),British Library HMNTS 161.g.1.'","b""Fortune's Frolic: a farce, etc""",b'James Ridgway',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000058180',b'London',b'monographic',b'creator',b'000058180',b'',b'1799'
1790,b'British Library HMNTS 643.h.7.(5.)',"b'Better Late than Never. A comedy. In five acts, etc'",b'J. Ridgway',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000085148',b'London',b'monographic',b'creator',b'000085148',b'',b'1790'
1795,b'British Library HMNTS 643.h.7.(6.)',"b'The Mysteries of the Castle: a dramatic tale, in three acts, etc'",b'T. N. Longman',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000085159',b'London',b'monographic',b'creator',b'000085159',b'',b'1795'
1793,b'British Library HMNTS 11641.cc.6.',"b'Poems on Several Subjects ... To which are added, The Epistle of Yarico to Inkle; and the English and Latin songs of Chevy Chase'",b'Printed for the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000089933',b'Dublin',b'monographic',b'creator',b'000089933',b'',b'1793'
1793,b'British Library HMNTS 992.h.22.(4.)',b'The Poems of Anna Maria',b'Thomson & Ferris',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000090336',b'Calcutta',b'monographic',b'',b'000090336',b'',b'1793'
1795,b'British Library HMNTS 644.k.24.(7.)',"b""The Farmer's Daughter, a poetical tale""",b'T. Cadell Junr. & Wm. Davies',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000093051',b'London',b'monographic',b'creator',b'000093051',b'',b'1795'
1794,b'British Library HMNTS 643.f.2.(4.)',"b'Songs, Choruses, &c. in The Apparition! A musical dramatic romance, in two acts [by J. C. Cross], etc'",b'J. Barker',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000099576',b'London',b'monographic',b'contributor',b'000099576',b'',b'1794'
1793,"b'British Library HMNTS 11643.cc.5.,British Library HMNTS RB.23.a.6407.'",b'Archery; a poem. (The General Deluge: a poem.-Georgics; in two parts: a poetical essay on agriculture.)',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000105594',b'Printed for the Author',b'monographic',b'',b'000105594',b'',b'1793'
1795,b'British Library HMNTS 11649.f.18.(2.)',b'Aristocracy. An epic poem',b'The Editor',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000110924',b'Philadelphia',b'monographic',b'',b'000110924',b'',b'1795'
1791,b'British Library HMNTS 644.k.23.(4.)',"b'The Fruits of Faction; a series of pictures, taken from regenerated France. [A poem.] By Arno'",b'J. Bell',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000118782',b'London',b'monographic',b'',b'000118782',b'',b'1791'
1791,b'British Library HMNTS 11779.c.25.',"b'[Redemption: a sacred oratorio, selected from the ... works of Mr. Handel, by S. Arnold.]'",b'John Bell',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000120039',b'London',b'monographic',b'creator',b'000120039',b'',b'1791'
1789,b'British Library HMNTS 643.e.17.(11.)',"b'The Triumph of Truth; a sacred oratorio, selected from the works of ... Handel, Purcel, Dr. Arne, Correlli, Iomelli, Sacchini, and Haydn. By S. Arnold, etc'",b'J. Bell',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000120040',b'London',b'monographic',b'creator',b'000120040',b'',b'1789'
1795,"b'British Library HMNTS 644.k.35.(1.),British Library HMNTS 78.g.30.'",b'Elegiac Sonnets and other poems',"b'T. Cadell, junr. & W. Davies'",b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000127471',b'London',b'monographic',b'creator',b'000127471',b'',b'1795'
1792,b'British Library HMNTS 11641.h.11.(5.)',"b""L'Avocat du diable: the Devil's Advocate; or Satan versus Pictor. Tried before the Court of uncommon pleas. [In verse. By Alexander Geddes.]""",b'J. Johnson; R. Faulder',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000152579',b'London',b'monographic',b'contributor',b'000152579',b'',b'1792'
1797,b'British Library HMNTS 643.f.7.(2.)',b'The Pettyfogger Dramatized; in two acts ... By T. B. Junr. With a glossary annexed',b'For the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000159410',b'London',b'monographic',b'creator',b'000159410',b'',b'1797'
1798-1812,"b'British Library HMNTS 642.i.11-13.,British Library HMNTS 642.i.14.'",b'A Series of Plays: in which it is attempted to delineate the stronger passions of the mind-each passion being the subject of a tragedy and a comedy',b'T. Cadell & W. Davies',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000172379',b'London',b'monographic',b'creator',b'000172379',b'',b'1798'
1799,b'British Library HMNTS 642.i.15.',b'[A Series of Plays: in which it is attempted to delineate the stronger passions of the mind-each passion being the subject of a tragedy and a comedy.]',b'T. Cadell & W. Davies',b'Second edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000172380',b'London',b'monographic',b'creator',b'000172380',b'',b'1799'
1795,b'British Library HMNTS 644.k.24.(11.)',"b'The Poll Tax, an ode. By Grizzle Baldpate, Esq. [A satire on William Pitt.]'",b'For the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000179905',b'London',b'monographic',b'creator',b'000179905',b'',b'1795'
1795,b'British Library HMNTS 644.k.35.(2.)',"b'The Monopolist; or the Installation of Sir John Barleycorn, Knight: a poetical tale. Addressed to servant maids'",b'S. Hazard',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000202621',b'Bath',b'monographic',b'creator',b'000202621',b'',b'1795'
1792,b'British Library HMNTS 11611.k.8.(12.)',b'The Conspiracy of Kings ... The second edition',b'J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000202925',b'London',b'monographic',b'creator',b'000202925',b'',b'1792'
[1796.],b'British Library HMNTS 11641.bb.2.',b'The Disengaged Fair. [A poem.]',b'S. Bonner',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000204608',b'Bristol',b'monographic',b'creator',b'000204608',b'',b'1796'
1794,b'British Library HMNTS 643.f.1.(7.)',"b'The Fall of the French Monarchy; or, Louis XVI. An historical tragedy, in five acts. [In verse.]'",b'For the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000215686',b'London',b'monographic',b'creator',b'000215686',b'',b'1794'
1799,b'British Library HMNTS 11641.h.9.(6.)',"b'Physiognomy, a poem, delivered ... July 18th, 1799'",b'John Russell',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000216231',b'Boston',b'monographic',b'creator',b'000216231',b'',b'1799'
1794,b'British Library HMNTS 643.f.1.(1.)',"b'The Travellers in Switzerland. A comic opera, in three acts, etc'",b'J. Debrett',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000223669',b'London',b'monographic',b'creator',b'000223669',b'',b'1794'
1794,b'British Library HMNTS 643.f.2.(7.)',"b'Airs, Duets, Trios, Glees, Chorusses, &c. in the Opera of the Travellers in Switzerland. [By Sir H. B. Dudley.]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000223671',b'London',b'monographic',b'creator',b'000223671',b'',b'1794'
1792,b'British Library HMNTS 992.h.21.(9.)',"b'Bagatelle; or, the Bath Anniversary. A poem'",b'Harrison & Co.',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000225387',b'London',b'monographic',b'',b'000225387',b'',b'1792'
1798,"b'British Library HMNTS 643.f.9.(6.),British Library HMNTS 161.g.25.'","b'The Forester; or, the Royal Seat. A drama in five acts'",b'Lee & Hurst',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000235258',b'London',b'monographic',b'creator',b'000235258',b'',b'1798'
[1791?],b'British Library HMNTS 11643.g.15.',b'The Cause of the Dumb pleaded. A poem ... The second edition',b'For the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000244920',b'London',b'monographic',b'creator',b'000244920',b'',b'1791'
1791,b'British Library HMNTS 11611.k.8.(7.)',b'The Female Geniad; a poem ... written at the age of thirteen',b'T. Hookham & J. Carpenter; C. & G. Kearsley',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000271066',b'London',b'monographic',b'creator',b'000271066',b'',b'1791'
1790,b'British Library HMNTS 11642.h.44.',"b'The Galaxy. Consisting of a variety of sacred and other poetry ... (Versions of the Psalms, in twelve large odes.-Version of the Apocalypse, in twenty odes.-Detached versions of the Prophets, etc.) By W. Belcher and others,Bible.Selections. English'",b'James Evans',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000316590',b'London',b'monographic',b'contributor',b'000316590',b'',b'1790'
1794,b'British Library HMNTS 643.l.1.(1.)',b'Poems',b'B. Haydon',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000346656',b'Plymouth',b'monographic',b'creator',b'000346656',b'',b'1794'
1795,"b'British Library HMNTS 643.f.2.(8.),British Library HMNTS 643.g.5.(9.),British Library HMNTS 161.g.42.'","b'The Adopted Child, a musical drama in two acts, etc'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000355545',b'London',b'monographic',b'creator',b'000355545',b'',b'1795'
1790,b'British Library HMNTS 992.h.21.(4.)',"b""The Grave, a poem: altered into rhime, from the blank verse, of R. Blair. To which is added, Gray's celebrated Elegy, written in a Country Church-Yard. Both illustrated with notes and occasional remarks [by Henry Lemoine]""",b'H. Lemoine',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000369313',b'London',b'monographic',"b'contributor,creator'",b'000369313',b'',b'1790'
1797,b'British Library HMNTS 643.f.7.(1.)',"b'The Italian Monk, a play. [Based on \xe2\x80\x9cThe Italian,\xe2\x80\x9d by Ann Radcliffe.]'",b'G. G. & J. Robinson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000384635',b'London',b'monographic',b'creator',b'000384635',b'',b'1797'
1796,"b'British Library HMNTS 642.d.12.(2.),British Library HMNTS 1344.e.15.,British Library HMNTS 82.e.9.'","b'A Letter to George Steevens, Esq., containing a critical examination of the papers of Shakspeare; published by Mr. Samuel Ireland. To which are added, extracts from Vortigern [by S. W. H. Ireland]'",b'Martin & Bain',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000384637',b'London',b'monographic',"b'contributor,creator'",b'000384637',b'',b'1796'
1798,"b'British Library HMNTS 643.k.4.(15.),British Library HMNTS 11632.c.5.'","b'Patient Griselda. A tale. From the Italian of Bocaccio By Miss Sotheby. [The tenth tale of the tenth day In verse.],Single Works. Decamerone. English. Single Tales'",b'Biggs & Cottle',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000386417',b'Bristol',b'monographic',"b'contributor,creator'",b'000386417',b'',b'1798'
1798,"b'British Library HMNTS 992.h.15.(5.),British Library HMNTS 1465.d.1.(1.),British Library HMNTS 11631.bb.96.(2.)'","b'Malvern, a descriptive and historical poem'",b'J. Rann',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000412099',b'Dudley',b'monographic',b'creator',b'000412099',b'',b'1798'
[1789.],b'British Library HMNTS 11642.f.13.',"b'Both Sides of the Gutter, or, the Humours of the Regency. Containing everything witty and humourous published during the Parliamentary debates in Ireland on that subject. Third edition, with considerable additions'",b'P. Byrne',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000426461',b'Dublin',b'monographic',b'',b'000426461',b'',b'1789'
1797,"b'British Library HMNTS 12269.d.5.,British Library HMNTS 12269.c.9.'","b'[Poems and Essays ... The seventh edition, etc.]'",b'R. Cruttwell',"b'The ninth edition, etc.'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000438412',b'Bath',b'monographic',b'creator',b'000438412',b'',b'1797'
1798,"b'British Library HMNTS 12270.k.12.,British Library HMNTS 12272.m.15.'","b'[Poems and Essays ... The seventh edition, etc.]'",b'R. Cruttwell',"b'The tenth edition, etc. [With a portrait.]'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000438413',b'Bath',b'monographic',b'creator',b'000438413',b'',b'1798'
1796,b'British Library HMNTS 644.k.35.(5.)',"b'Hope, an allegorical sketch, on recovering slowly from sickness'",b'Dilly; Cadell & Davies',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000440336',b'London',b'monographic',b'creator',b'000440336',b'',b'1796'
1796,b'British Library HMNTS 11641.bb.8.',"b'[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]'",b'R. Crutwell',b'Fourth edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000440368',b'Bath; C. Dilly',b'monographic',b'creator',b'000440368',b'',b'1796'
1789,"b'British Library HMNTS 643.k.4.(9.),British Library HMNTS 840.l.19.(7.)'","b'Verses to John Howard, F.R.S. on his State of Prisons and Lazarettos'",b'R. Crutwell',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000440388',b'Bath',b'monographic',b'creator',b'000440388',b'',b'1789'
"1892, [1792]","b'British Library HMNTS 10358.l.62.,British Library HMNTS 454.c.20.; 454.c.21.,British Library HMNTS 190.d.14.,British Library HMNTS G.2878.'","b'Collections for an History of Sandwich in Kent. With notices of the other Cinque Ports and members, and of Richborough. [With plates.]'",b'Printed for the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000444496',b'Canterbury',b'monographic',b'creator',b'000444496',b'',b'1892'
1796,b'British Library HMNTS 992.h.24.(3.)',"b'The New Brighton Guide; or, Companion for young ladies and gentlemen to all the watering-places in Great Britain. With notes, historical, moral and personal. [In verse. By John Williams.],Appendix'",b'H. D. Symonds; T. Bellamy',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000473676',b'H. D. Symonds',b'monographic',b'contributor',b'000473676',b'',b'1796'
1792,b'British Library HMNTS 992.k.26.(2.)',"b""A Monitory Address to Great Britain; a poem in six parts. [The dedication signed: Britannicus.] To which is added, Britain's Remembrancer [by J. Burgh], &c""",b'J. Guthrie',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000477698',b'Edinburgh',b'monographic',b'',b'000477698',b'',b'1792'
1789,"b'British Library HMNTS 11630.c.11.(9.),British Library HMNTS 642.l.28.(14.)'","b'Begum B-rke to Begum Bow, a poetical rhapsody on contemporary characters. With a dedication to the Right Honourable Lord G---ge G-rd-n [i.e. George Gordon] in Newgate, and notes by the editor. [A satire on Edmund Burke.]'",b'T. Thornton',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000480044',b'London',b'monographic',b'',b'000480044',b'',b'1789'
1792,b'British Library HMNTS 11609.g.2-5.',"b'The Poetical Works [including the plays in verse and prose] of Henry Brooke, Esq. ... Revised and corrected by the original manuscript; with a portrait of the author, and his life. By Miss Brooke. The third edition'",b'Printed for the Editor',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000486471',b'Dublin',b'monographic',"b'contributor,creator'",b'000486471',b'',b'1792'
1791,b'British Library HMNTS 11645.ff.17.',b'An Essay on Sensibility. A poem ... The second edition',b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000496863',b'London',b'monographic',b'creator',b'000496863',b'',b'1791'
1789,"b'British Library HMNTS 11778.e.2.(5.),British Library HMNTS 643.i.11.(5.)'","b""[The Child of Nature. A dramatic piece, in four acts ... From the French of Madame the Marchioness of Sillery ... By Mrs. Inchbald. [A translation of \xe2\x80\x9cZe\xcc\x81lie,\xe2\x80\x9d from \xe2\x80\x9cThe\xcc\x81a\xcc\x82tre a\xcc\x80 l'usage des jeunes personnes.\xe2\x80\x9d]],Single Works""",b'ii. G. G. J. & J. Robinson',"b'Second edition, etc.'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000503570',b'London',b'monographic',b'creator',b'000503570',b'',b'1789'
1799,"b'British Library HMNTS 11642.d.11.,British Library HMNTS 1164.l.5.(3.); 1164.l.5.(4.),British Library HMNTS 11643.g.54.'","b""Bubble and Squeak, a gallimaufry of British beef with the chopp'd cabbage of Gallic philosophy and Radical reform. (Crambe repetita, a second course of Bubble and Squeak, etc.) By the author of Topsy-Turvy [i.e. G. Huddesford], etc""",b'J. Wright',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000511978',b'London',b'monographic',b'contributor',b'000511978',b'',b'1799'
1798,b'British Library HMNTS 11642.g.32.(4.)',"b""[Der Wilde Ja\xcc\x88ger.] The Wild Huntsman's Chase. From the German of Bu\xcc\x88rger,Single Poems""",b'Sampson Low',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000521567',b'London',b'monographic',b'creator',b'000521567',b'',b'1798'
1796,"b'British Library HMNTS 644.k.24.(3.),British Library HMNTS 83.k.16.'",b'The Birth and Triumph of Love: a poem',b'C. Roworth',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000535333',b'London',b'monographic',b'creator',b'000535333',b'',b'1796'
1792,b'British Library HMNTS 9220.c.25.',"b""[Lettre de M. Burke, a\xcc\x80 un membre de l'Assemble\xcc\x81e nationale de France.],Single Works. Letter to a Member of the National Assembly""",b'',"b""[Another edition.] Suite des Re\xcc\x81flexions sur la Re\xcc\x81volution de France par le Right Honourable Edmund Burke, en forme d'une nouvelle lettre a\xcc\x80 un membre de l'Assemble\xcc\x81e nationale de France qui lui avoit e\xcc\x81crit au sujet de la premie\xcc\x80re. Traduction de l'anglois.""",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000537516',b'Paris',b'monographic',b'creator',b'000537516',b'',b'1792'
1797,b'British Library HMNTS 11642.c.41.',"b'[Poems, chiefly in the Scottish dialect. [With a portrait.]],Poems, chiefly in the Scottish dialect'","b'Edinburgh; printed for T. Cadell, jun. & W. Davies'","b'A new edition, considerably enlarged.'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000543521',b'London; & William Creech',b'monographic',b'creator',b'000543521',b'',b'1797'
1793,b'British Library HMNTS 11642.e.23.',b'Poems',b'Leigh & Sotheby',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000544504',b'London',b'monographic',b'creator',b'000544504',b'',b'1793'
1798,b'British Library HMNTS 11642.g.49.',"b'Butlers Hudibras. Frey u\xcc\x88bersetzt von Dietrich Wilhelm Soltau,Single Works'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000553383',b'Ko\xcc\x88nigsberg',b'monographic',"b'contributor,creator'",b'000553383',b'',b'1798'
[1796.],"b'British Library HMNTS 1346.f.54.,British Library HMNTS 11601.ff.1.(7.)'","b""Ode on Lochiel's Birthday, 1796. [By William Cameron.]""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000581620',b'',b'monographic',"b'contributor,creator'",b'000581620',b'',b'1796'
"1798, 99","b'British Library HMNTS 130.d.7.,British Library HMNTS 642.k.16.,British Library HMNTS G.925.'","b'An Introduction to the History of Poetry in Scotland from the beginning of the thirteenth century to the present time; with a conversation on Scotish song ... To which are subjoined Sangs of the Lowlands of Scotland ... With characteristic designs, composed and engraved by ... David Allan'",b'Andrew Foulis',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000584143',b'Edinburgh',b'monographic',"b'contributor,creator'",b'000584143',b'',b'1798'
[1789.],b'British Library HMNTS 11641.g.58.',"b'Elegy on the Death of Miss Caroline Campbell, etc. [By Field Marshal the Hon. H. S. Conway.]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000584476',b'',b'monographic',"b'contributor,creator'",b'000584476',b'',b'1789'
1796,b'British Library HMNTS 11641.bb.18.',"b'A Pill for the Alarmists; or, the Rival apothecaries ... A poem on the subject of the French invasion'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000606177',b'Dublin',b'monographic',b'creator',b'000606177',b'',b'1796'
1790,b'British Library HMNTS 1466.g.61.(2.)',b'Poems',b'Printed for the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000610008',b'Edinburgh',b'monographic',b'creator',b'000610008',b'',b'1790'
1798,b'British Library HMNTS 643.k.4.(14.)',"b'Delenda est Carthago; or, a Poetical paraphrase on the French Declaration'",b'J. Warren',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000620878',b'Margate',b'monographic',b'',b'000620878',b'',b'1798'
1797,b'British Library HMNTS 644.k.25.(2.)',b'Ode to General Kosciusko',b'T. Cadell & W. Davies',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000622845',b'London',b'monographic',b'creator',b'000622845',b'',b'1797'
[1793.],b'British Library HMNTS 644.k.23.(11.)',"b'Casino; a mock-herioc poem ... To which is added, an appendix; containing the laws of the game of Casino, and rules and directions for playing it'",b'Collins',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000625332',b'Sold by J. Bell; S. Crowder',b'monographic',b'',b'000625332',b'',b'1793'
1796,"b'British Library HMNTS 992.h.22.(7.),British Library HMNTS 81.a.1.'","b'The Loves of Toilus and Creseid ... with a commentary by Sir Francis Kinaston: never before published. [Book I. Stanzas 1-12. The \xe2\x80\x9cadvertisment\xe2\x80\x9d signed: F. G. W., i.e. F. G. Waldron.],Single Works. Troilus and Cressida'",b'F. G. Waldron',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000672842',b'London',b'monographic',"b'contributor,creator'",b'000672842',b'',b'1796'
1796,"b'British Library HMNTS 1465.e.14.,British Library HMNTS 992.h.23.(2.)'",b'Odes and Miscellanies',b'J. Clarke',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000675306',b'Stockport; Champante & Whitrow',b'monographic',b'creator',b'000675306',b'',b'1796'
1794,b'British Library HMNTS 643.h.11.(9.)',"b'Songs, Duets, Trios, Chorusses, &c. in the Cherokee, an opera [by James Cobb], etc'",b'E. Cox',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000678296',b'London',b'monographic',b'contributor',b'000678296',b'',b'1794'
1789,b'British Library HMNTS 642.l.13.',"b'Poems and Imitations of the British Poets, with odes, miscellanies, and notes'",b'Printed for the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000700739',b'London',b'monographic',b'creator',b'000700739',b'',b'1789'
1792,"b'British Library HMNTS 841.e.48.,British Library HMNTS 643.h.11.(8.)'","b""[The Doctor and the Apothecary. A musical entertainment in two acts, etc. [By James Cobb. Adapted from \xe2\x80\x9cDer Apotheker und der Doktor. Ein komisches Singspiel ... Nach dem franzo\xcc\x88sischen des Grafen v. N** l'Apoticaire de Murcie von Stephanie dem Ju\xcc\x88ngern\xe2\x80\x9d.]]""",b'',b'Second edition. [The libretto only.] Ital. and Eng.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000730387',b'London',b'monographic',b'creator',b'000730387',b'',b'1792'
1789,b'British Library HMNTS 643.h.11.(7.)',b'[The First Floor; a farce in two acts.]',b'',b'The fourth edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000730398',b'London',b'monographic',b'creator',b'000730398',b'',b'1789'
[ca. 1780-ca.1790],b'British Library HMNTS 11622.c.7.',b'[A collection of single sheet songs and poems.]',b'J. Fowler',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000744225',b'',b'monographic',b'',b'000744225',b'',b'1780'
1790,b'British Library HMNTS 11622.ee.4.',"b""A collection of odes, songs, and epigrams, against the Whigs, alias the blue and buff; in which are included. Mr. Hewerdine's political songs""",b'London',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000744667',b'J. Bell',b'monographic',b'contributor',b'000744667',b'',b'1790'
1792,b'British Library HMNTS 643.h.13.(3.)',b'[Inkle and Yarico: an opera; in three acts; as performed at the Theatres-Royal in Covent-Garden and the Hay-market ... A new edition.]',b'G. G. J. & J. Robinson',b'A new edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000750217',b'London',b'monographic',b'creator',b'000750217',b'',b'1792'
1796,"b'British Library HMNTS 643.f.6.(1.),British Library HMNTS 161.h.18.'","b""The Iron Chest: a play; in three acts. [Based on William Godwin's novel \xe2\x80\x9cThings as they are, or, the Adventures of Caleb Williams.\xe2\x80\x9d] With a preface [containing strictures on John Kemble's acting in the piece], etc""",b'Cadell & Davies',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000750231',b'London',b'monographic',"b'contributor,creator'",b'000750231',b'',b'1796'
1798,b'British Library HMNTS 643.h.13.(4.)',"b""[The Iron Chest: a play ... The second edition. [Based on William Godwin's novel \xe2\x80\x9cThings as they are.\xe2\x80\x9d] MS. alterations.]""",b'Cadell & Davies',b'The third edition. [Without the preface.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000750234',b'London',b'monographic',b'creator',b'000750234',b'',b'1798'
1797,b'British Library HMNTS 644.k.25.(4.)',b'My Night-Gown and Slippers; or Tales in verse. Written in an elbow-chair',b'T. Cadell & W. Davies',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000750271',b'London',b'monographic',b'creator',b'000750271',b'',b'1797'
