datefield,shelfmarks,title,publisher,edition,flickr_url_to_book_images,place,issuance,authors,identifier,corporate,date
1789,b'British Library HMNTS 11643.i.3.',"b'The Poetical Works of the Revd Mr Colvill. (Containing his Pastorals, Occasional Poems and Elegies on Illustrious Persons.)'","b'J. Dodsley, &c.'",b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000754865',b'London',b'monographic',b'creator',b'000754865',b'',b'1789'
1796,b'British Library HMNTS 643.k.4.(13.)',"b'Conversation: a didactic poem, in three parts'",b'R. Edwards',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000774889',b'London',b'monographic',b'creator',b'000774889',b'',b'1796'
1794,b'British Library HMNTS 644.k.24.(4.)',"b'The Hero. A poetical epistle, respectfully addressed to Marquis Cornwallis,Appendix'",b'F. Hodson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000789250',b'Cambridge',b'monographic',b'creator',b'000789250',b'',b'1794'
1798,b'British Library HMNTS 644.k.25.(11.)',b'Malvern Hills: a poem',b'T. N. Longman',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000796922',b'London',b'monographic',b'creator',b'000796922',b'',b'1798'
1793,b'British Library HMNTS 644.k.21.(4.)',"b""Elegy to the Memory of George W. A. Courtenay, Captain of his Majesty's ship the Boston ... who fell at sea in an engagement with the French ship Ambuscade, August the First, 1793""",b'Henry Baldwin',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000801612',b'London',b'monographic',b'creator',b'000801612',b'',b'1793'
1794,b'British Library HMNTS 992.h.22.(6.)',"b'The Present State of the Manners, Arts, and Politics, of France and Italy; in a series of poetical epistles, from Paris, Rome, and Naples, in 1792 and 1793: addressed to Robert Jephson, Esquire. [By J. Courtenay.]'",b'10. G. G. & J. Robinson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000801632',b'London',b'monographic',"b'contributor,creator'",b'000801632',b'',b'1794'
1795,b'British Library HMNTS 11642.cc.32.(1.)',"b'Juvenile Poems by the late John Courtenay, Jun. With an elegy on his death [by J. Courtenay, M.P.]. [With a portrait.]'",b'J. Jones',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000801634',b'London',b'monographic',"b'contributor,creator'",b'000801634',b'',b'1795'
1792,b'British Library HMNTS 643.e.20.(6.)',"b'A Day in Turkey; or, the Russian slaves. A comedy, as acted at the Theatre Royal, in Covent Garden'",b'G. G. J. & J. Robinson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000805572',b'London',b'monographic',b'creator',b'000805572',b'',b'1792'
1795,"b'British Library HMNTS 643.h.15.(6.),British Library HMNTS 161.h.40.'","b'The Town before you, a comedy, as acted at the Theatre-Royal, Covent-Garden'",b'T. N. Longman',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000805591',b'London',b'monographic',b'creator',b'000805591',b'',b'1795'
1798,b'British Library HMNTS 11641.cc.1.',"b'Poems, chiefly in the Scottish Dialect, on Various Subjects. [With plates, including a portrait.]'",b'xviii. Printed for the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000814313',b'Edinburgh',b'monographic',b'creator',b'000814313',b'',b'1798'
1791,"b'British Library HMNTS 1609/6043.(12.),British Library HMNTS 11641.bb.16.'","b""Poetic miscellanies. Written occasionally, and addressed to the author's relatives, and particular friends. By the Rev. J. C. [i.e. James Creighton.]""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000816413',b'London',b'monographic',"b'contributor,creator'",b'000816413',b'',b'1791'
1795,b'British Library HMNTS 11645.bb.25.',b'Poetical Sketches',b'J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000820075',b'London',b'monographic',b'creator',b'000820075',b'',b'1795'
1794,"b'British Library HMNTS 643.f.2.(3.),British Library HMNTS 161.h.43.'","b'The Apparition! A musical dramatic romance, in two acts, etc'",b'J. Barker',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000825946',b'London',b'monographic',b'creator',b'000825946',b'',b'1794'
1796,b'British Library HMNTS 11649.f.18.(3.)',"b'[Parnassian Trifles. Being a collection of elegiac, pastoral, nautic, and lyric poetry.]'",b'Bellamy',"b'[Another edition, enlarged.] Parnassian Bagatelles: being a miscellaneous collection of poetical attempts. To which are added a comic sketch in one act, called The Way to get Un-married ... and The Village Doctor, or Killing no cure, etc.'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000825954',b'London',b'monographic',b'creator',b'000825954',b'',b'1796'
1796,b'British Library HMNTS 11650.ee.30.(1.)',"b'A Sermon, preached before the University of Cambridge, by H. W. C-t, D.D., &c. [i.e. H. W. Coulhurst] ... translated, into English metre, by H. W. Hopkins'",b'G. Kearsley',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000831287',b'London',b'monographic',"b'contributor,creator'",b'000831287',b'',b'1796'
1797,"b'British Library HMNTS 643.f.7.(4.),British Library HMNTS 11782.d.8.(2.),British Library HMNTS 161.h.59.'","b'False Impressions: a comedy, etc,Plays. Single Plays'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000835083',b'London',b'monographic',b'creator',b'000835083',b'',b'1797'
1795,b'British Library HMNTS 643.f.3.(6.)',"b'First Love: a comedy, etc,Plays. Single Plays'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000835101',b'London',b'monographic',b'creator',b'000835101',b'',b'1795'
1789,b'British Library HMNTS 643.e.17.(7.)',"b'The Impostors: a comedy, etc,Plays. Single Plays'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000835113',b'London',b'monographic',b'creator',b'000835113',b'',b'1789'
1794,b'British Library HMNTS 643.f.1.(4.)',"b'The Jew: a comedy, etc,Plays. Single Plays'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000835116',b'London',b'monographic',b'creator',b'000835116',b'',b'1794'
1795,b'British Library HMNTS 643.h.16.(10.)',"b'[The Jew ... The third edition.],Plays. Single Plays'",b'C. Dilly',b'The fifth edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000835121',b'London',b'monographic',b'creator',b'000835121',b'',b'1795'
1795,"b'British Library HMNTS 643.f.3.(3.),British Library HMNTS 1560/2096.,British Library HMNTS 161.h.65.'","b'The Wheel of Fortune: a comedy, etc,Plays. Single Plays'",b'C. Dilly',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000835179',b'London',b'monographic',b'creator',b'000835179',b'',b'1795'
1797,b'British Library HMNTS 1077.k.38.',"b'La Curiosite\xcc\x81; or, the Gallante\xcc\x81 show. Displaying the following characters: a prime minister. An archbishop. A trading justice. A modern physician. A man and wife. A publican. A country squire. A pettifogger. A coquette. A Romish priest. And a French emigrant. [In verse.]'",b'J. Hamilton',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000838852',b'London',b'monographic',b'',b'000838852',b'',b'1797'
1795,b'British Library HMNTS 642.l.16.',b'The Travels of Cyllineus. A poem. [By Charles Dickinson.]',b'canto 37-60. Messieurs White',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000844515',b'London',b'monographic',b'contributor',b'000844515',b'',b'1795'
1798,b'British Library HMNTS 11602.gg.20.(5.)',"b""On Lord Nelson's Victory over the French Fleet at Abouquir. An idyl. By P. P. D. D. pp. xii""",b'New Typographical Press',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000849059',b'Pisa',b'monographic',b'creator',b'000849059',b'',b'1798'
1796,"b'British Library HMNTS 992.h.23.(4.),British Library HMNTS 79.b.23.,British Library HMNTS G.18438.'","b'A Collection of English Songs, with an appendix of original pieces. [Compiled by A. Dalrymple. The original pieces by James Dalrymple.]'","b'Printed by William Bennett; sold by P. Elmsly, etc.'",b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000855233',b'London',b'monographic',b'creator',b'000855233',b'',b'1796'
1795,b'British Library HMNTS 643.f.3.(4.)',"b'The Deserted Daughter: A comedy, etc. [By Thomas Holcroft.]'",b'[G. G. & J.] Robinson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000870294',b'London',b'monographic',b'',b'000870294',b'',b'1795'
1798,b'British Library HMNTS 11642.cc.19.',"b'Poems, on various subjects'",b'Printed by J. M\xe2\x80\x99Creery',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000884035',"b'Liverpool; published for the author, at the Subscription Library'",b'monographic',b'creator',b'000884035',b'',b'1798'
1790,b'British Library HMNTS 643.k.18.(17.)',b'Poems',b'Printed for the Author by J. Bradley',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000885364',b'Chesterfield',b'monographic',b'creator',b'000885364',b'',b'1790'
1796,b'British Library HMNTS 11602.f.3.(4.)',"b'The Democratiad, a poem, in retaliation, for the \xe2\x80\x9cPhiladelphia Jockey Club\xe2\x80\x9d [by Timothy Tickler] ... By a Gentleman of Connecticut [i.e. Lemuel Hopkins]. (Third edition.)'",b'Thomas Bradford',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000905386',b'Philadelphia',b'monographic',b'contributor',b'000905386',b'',b'1796'
1797,"b'British Library HMNTS 993.l.12.,British Library HMNTS G.19033.'",b'Poems',b'Printed for the Author',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000929601',b'London',b'monographic',b'creator',b'000929601',b'',b'1797'
[1793?],b'British Library HMNTS 992.h.22.(1.)',"b'Method to get Husbands. Measure in words and syllables ... With the advertised marriage offer of Sir John Dinely ... to the reader of this epistle, if a singel lady, and has above one hundred guineas fortune. [In verse.]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000941483',b'',b'monographic',b'creator',b'000941483',b'',b'1793'
[1799],b'British Library HMNTS 1466.k.16.(1.)',"b""Ode de Dryden para o dia de Santa Cecilia. Traduzida em portugues. [With \xe2\x80\x9cOde de Gray sobre o progrec\xcc\xa7o da poezia\xe2\x80\x9d, \xe2\x80\x9cHymno de Gray a adversidade\xe2\x80\x9d, and \xe2\x80\x9cOde de Gray vendo ao longe o Colegio de Eton\xe2\x80\x9d. The translator named in the foreword as Antonio de Araujo.],Single Works. Alexander's Feast. English and Portuguese""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum000987598',b'',b'monographic',"b'contributor,creator'",b'000987598',b'',b'1799'
1792,b'British Library HMNTS 11643.bbb.19.(2.)',"b'The Rights of Asses, a poem'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001001295',b'Edinburgh',b'monographic',b'creator',b'001001295',b'',b'1792'
1797,b'British Library HMNTS 1465.g.7.(1.)',"b""The Poet's Fate; a poetical dialogue""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001022163',b'London',b'monographic',b'creator',b'001022163',b'',b'1797'
1793,b'British Library HMNTS 1466.g.60.',"b'Edmar and Elwinna; or, The Wooer-Warlock: an old ballad, but never before published'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001038663',b'Edinburgh',b'monographic',b'',b'001038663',b'',b'1793'
[1789.],b'British Library HMNTS 11621.f.8.',"b""[Edwin's Pills to Purge Melancholy: containing all the songs sung by Mr Edwin ... With an ... account of Mrs Siddons' first reception in Dublin ... Second edition with considerable additions.]""",b'',"b'Third edition, with ... additions. pt. 1.'",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001043233',b'London',b'monographic',b'creator',b'001043233',b'',b'1789'
1794,b'British Library HMNTS 643.f.2.(1.)',"b""Britain's Glory: or, A Trip to Portsmouth, a musical entertainment, etc. [By -Robert Benson]""",b'J. Barker',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001142374',b'London',b'monographic',b'creator',b'001142374',b'',b'1794'
1789,b'British Library HMNTS 643.k.18.(15.)',"b'An Epistle in verse. Written from Somersetshire, in the year 1776, to ***** ******** ******, Esq. in Scotland'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001153972',b'London',b'monographic',b'',b'001153972',b'',b'1789'
1798,"b'British Library HMNTS 644.k.25.(9.),British Library HMNTS 432.c.18.,British Library HMNTS 78.i.4.'",b'An Epistle to a Friend; with other poems. By the author of the Pleasures of Memory [S. Rogers]. A new edition',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001153981',b'enk',b'monographic',b'',b'001153981',b'',b'1798'
1798,b'British Library HMNTS 644.k.25.(7.)',"b'Epistle [in verse] from Lady Grange to Edward D-, Esq.; written during her confinement in the Island of St Kilda. [By William Erskine.]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001161060',b'London',b'monographic',b'creator',b'001161060',b'',b'1798'
1791,b'British Library HMNTS 992.k.28.(1.)',"b'Poetical Essays on the principal errors and corruptions of men: the excellency of reason and of virtue: the freedom and other powers of the human mind, etc'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001165970',b'London',b'monographic',b'',b'001165970',b'',b'1791'
1798,b'British Library HMNTS 11779.g.38.',"b'[False and True, etc. [By George Moultrie.]]'",b'',b'Second edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001197054',b'London',b'monographic',b'contributor',b'001197054',b'',b'1798'
1789,"b'British Library HMNTS 643.e.17.(4.),British Library HMNTS 161.f.8.'","b'The Family Party; a comic piece, in two acts [and in prose]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001197390',b'London',b'monographic',b'',b'001197390',b'',b'1789'
1792,b'British Library HMNTS 11642.h.17.',"b'Charlotte; or, a Sequel to the Sorrows of Werther ... and other poems'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001202932',b'Bath',b'monographic',b'creator',b'001202932',b'',b'1792'
1795,b'British Library HMNTS 644.k.24.(6.)',b'The Art of War: a poem',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001207833',b'London',b'monographic',b'creator',b'001207833',b'',b'1795'
1798,b'British Library HMNTS 992.k.6.',"b'Poems ... To which are added, Civilised War, [a poem,] before published under the title of The Art of War ... and The art of Poetry ... with additions'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001207835',b'London',b'monographic',b'creator',b'001207835',b'',b'1798'
1791,b'British Library HMNTS 643.e.20.(2.)',"b'Lindor and Clara; or, The British Officer: a Comedy, in five acts [and in prose]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001215944',b'London',b'monographic',b'creator',b'001215944',b'',b'1791'
1790,b'British Library HMNTS 992.h.21.(2.)',b'Poems on various subjects',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001243494',b'Dumfries',b'monographic',b'creator',b'001243494',b'',b'1790'
[1792.],b'British Library HMNTS 11602.h.20.(3.)',"b'Putt: a mock-heroic poem, etc. [Dedication subscribed: A Fisherman.]'",b'T. Skelton',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001244312',b'Southampton',b'monographic',b'',b'001244312',b'',b'1792'
1794,b'British Library HMNTS 643.i.1.(5.)',"b'[The devil upon two sticks; a comedy, etc.],Single Works'",b'',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001265802',b'London',b'monographic',b'creator',b'001265802',b'',b'1794'
1795,b'British Library HMNTS 643.i.1.(6.)',"b'[The Nabob; a comedy in three acts [and in prose]. ... Published by Mr. Colman.],Single Works'",b'',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001265889',b'London',b'monographic',b'creator',b'001265889',b'',b'1795'
1799,b'British Library HMNTS 643.i.1.(9.)',"b'[Taste, etc.],Single Works'",b'',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001265909',b'London',b'monographic',b'creator',b'001265909',b'',b'1799'
1795,b'British Library HMNTS 643.i.1.(8.)',"b'[A Trip to Calais, etc.],Single Works'",b'',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001265912',b'London',b'monographic',b'creator',b'001265912',b'',b'1795'
[1795?],b'British Library HMNTS 642.k.34.',"b'The economy of monastic life (as it existed in England) A poem, with philosophical and arch\xc3\xa6ological illustrations from Lyndwood, Dugdale, Selden, etc'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001274791',b'Glocester',b'monographic',b'creator',b'001274791',b'',b'1795'
1798,b'British Library HMNTS 643.f.9.(4.)',b'Courage rewarded; or the English volunteer. A political drama. [In three acts and in prose.] By Mr. A. L.... G',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001345162',b'London',b'monographic',b'creator',b'001345162',b'',b'1798'
1790,"b'British Library HMNTS 11641.bb.29.,British Library HMNTS T.1057.(7.)'","b""New Facts, or the White-Washer, or, the second part of Gabriel Outcast [i.e. R. B. G.]. Being an ancient poem, revis'd and now first published by Ferdinando Fungus. Gent. [A satire on R. B. G.'s \xe2\x80\x9cFacts relating to Dr. White's Bampton Lectures.\xe2\x80\x9d]""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001347631',b'London?]',b'monographic',"b'contributor,creator'",b'001347631',b'',b'1790'
1794,b'British Library HMNTS 992.h.22.(5.)',"b'The Village Ramble, a topographical and sentimental excursion, descriptive of the town and vicinity of Gainsborough, etc. [In verse.]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001350692',b'Gainsborough',b'monographic',b'',b'001350692',b'',b'1794'
1791,b'British Library HMNTS 642.l.14.',"b'The Botanic Garden; a poem, etc. [By Erasmus Darwin, the Elder.] (Part I. The second edition.-Part II. The third edition.)'",b'J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001364170',b'London',b'monographic',b'contributor',b'001364170',b'',b'1791'
1799,b'British Library HMNTS 12273.bbb.7.',b'Miscellanies in verse and prose',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001369466',b'Bath',b'monographic',b'creator',b'001369466',b'',b'1799'
1789,b'British Library HMNTS 643.k.18.(13.)',"b'Tears of loyalty; or portrait of a Prince. A poem. Inscribed to the Prince of Wales,Appendix'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001391850',b'London',b'monographic',b'creator',b'001391850',b'',b'1789'
1796,"b'British Library HMNTS 12271.i.10.,British Library HMNTS 92.h.12.; 92.h.13.,British Library HMNTS 1572/668.'","b'Miscellaneous works of E. G. ... With memoirs of his life and writings; composed by himself; illustrated from his letters, with occasional notes and narrative by John [Holroyd] Lord Sheffield,Collections'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001413778',b'London',b'monographic',"b'contributor,creator'",b'001413778',b'',b'1796'
1796,"b'British Library HMNTS 12271.cc.1.,British Library HMNTS 1570/6309.'","b'[Miscellaneous works of E. G. ... With memoirs of his life and writings; composed by himself; illustrated from his letters, with occasional notes and narrative by John [Holroyd] Lord Sheffield.],Collections'",b'',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001413780',b'Dublin',b'monographic',b'creator',b'001413780',b'',b'1796'
1797,b'British Library HMNTS 11642.g.5.',"b'A Peep into the Convent of Clutha: a poetical epistle [signed Gibe, i.e. J. Headrick]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001415419',b'Edinburgh',b'monographic',b'',b'001415419',b'',b'1797'
1789,b'British Library HMNTS 994.l.10.',"b'The Day of Pentecost, or man restored. A poem, etc'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001419836',b'London',b'monographic',b'creator',b'001419836',b'',b'1789'
1797,b'British Library HMNTS 644.k.25.(1.)',"b'The Vales of Wever, a loco-descriptive poem, etc'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001432033',b'London',b'monographic',b'creator',b'001432033',b'',b'1797'
1796,b'British Library HMNTS 992.g.10.',"b'Walks in a Forest: or, Poems descriptive of Scenery and Incidents characteristic of a Forest ... Second edition, corrected and enlarged'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001432111',b'London',b'monographic',b'creator',b'001432111',b'',b'1796'
1796,b'British Library HMNTS 994.i.13.',b'Fugitive Pieces',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001502822',b'Maidstone',b'monographic',b'creator',b'001502822',b'',b'1796'
1796,b'British Library HMNTS 11650.ee.30.(2.)',"b'A congratulatory epistle to ... \xe2\x80\x9cPeter Porcupine\xe2\x80\x9d [W. Cobbett] on his \xe2\x80\x9cComplete Triumph over the once towering, but fallen ... faction in the United States.\xe2\x80\x9d A poem, by P. G. Junr. To which is annexed The Vision, a dialogue [in verse] between Marat and Peter Porcupine, in the Infernal Regions'",b'T. Bradford',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001512681',b'Philadelphia',b'monographic',b'creator',b'001512681',b'',b'1796'
1789,b'British Library HMNTS 643.k.18.(14.)',b'The Grove of Fancy. A poem',b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001525258',b'London',b'monographic',b'',b'001525258',b'',b'1789'
1789,b'British Library HMNTS 1466.h.18.',"b'The death of Amnon: a poem. With an appendix containing pastorals, and other poetical pieces'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001585156',b'Coventry',b'monographic',b'creator',b'001585156',b'',b'1789'
1794,"b'British Library HMNTS 644.k.21.(7.),British Library HMNTS 644.k.24.(2.)'","b'The Infant Vision of Shakspeare; with an apostrophe to the immortal bard, and other poems'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001602488',b'London',b'monographic',b'creator',b'001602488',b'',b'1794'
1801-1791,b'British Library HMNTS 722.h.14.',"b'[Observations on man, his frame, his duty, and his expectations (1749). Facsim. reproduction with an introduction by Theodore L. Huguelet.]'",b'',"b""Fourth edition. (Notes and additions to Dr. Hartley's Observations on Man; by H. A. Pistorius. ... Translated from the German. ... To which is prefixed a sketch of the life and character of Dr. Hartley, by his son David Hartley. The third edition.) MS. note.""",b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001607582',b'London',b'monographic',"b'contributor,creator'",b'001607582',b'',b'1801'
1797,b'British Library HMNTS 11642.f.24.(2.)',b'Poems on various subjects',b'Akenhead and Sons',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001611003',b'Newcastle upon Tyne',b'monographic',b'creator',b'001611003',b'',b'1797'
1795,"b'British Library HMNTS 644.k.24.(10.),British Library HMNTS RB.31.b.123.'","b'An Elegy on the Death of ... Sir William Jones, etc,Single Works'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001626297',b'London',b'monographic',b'creator',b'001626297',b'',b'1795'
1790,b'British Library HMNTS 992.h.21.(3.)',"b""The Musical Law-Bird. On the following subjects: I. The Poet Laureate's address to the House of Lords; II. The Declaration of a Bright Luminary of the Law. The Royal Stag-Hunt on Windsor Forest. ... By Harry Helicon, Esq., Poet Laureate to the House of Lords, near Lombard Street. [In verse.]""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001643125',b'London',b'monographic',b'creator',b'001643125',b'',b'1790'
1793,b'British Library HMNTS 644.k.21.(6.)',"b'Ad Anglos. Ode gratulatoria. A S.H-, eloquenti\xc3\xa6 professore [i.e. Samuel Henley]'",b'Londini',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001650799',b'G. Nicol',b'monographic',"b'contributor,creator'",b'001650799',b'',b'1793'
1794,"b'British Library HMNTS 643.f.1.(6.),British Library HMNTS 162.h.26.'","b'The Captive Monarch. A Tragedy, in five acts [and in verse]'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001675057',b'London',b'monographic',b'creator',b'001675057',b'',b'1794'
1798,b'British Library HMNTS 11641.bb.64.(1.)',"b'[Henry and Acasto: a moral tale ... With a preface by Sir Richard Hill ... Third edition. With corrections, alterations, and additions by the author.]'",b'',b'[Another edition.]',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001683178',b'London',b'monographic',b'creator',b'001683178',b'',b'1798'
1793,b'British Library HMNTS 644.k.24.(1.)',"b""Love's Victims: The Hermit's Story. [In verse.]""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001696722',b'London',b'monographic',b'creator',b'001696722',b'',b'1793'
1798,"b'British Library HMNTS 11777.e.11.,British Library HMNTS 643.f.9.(7.)'","b""[He's Much to Blame. [By T. Holcroft.] ... Third edition.],Single Works""",b'',b'Third edition.',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001710592',b'London',b'monographic',b'creator',b'001710592',b'',b'1798'
1798,"b'British Library HMNTS 643.f.9.(2.),British Library HMNTS 162.h.37.'","b'Knave or not? A comedy in five acts [and in prose],Single Works'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001710605',b'London',b'monographic',b'creator',b'001710605',b'',b'1798'
1794,b'British Library HMNTS 643.f.1.(2.)',"b""Love's Frailties: a comedy in five acts [in prose], etc,Single Works""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001710613',b'London',b'monographic',b'creator',b'001710613',b'',b'1794'
1791,b'British Library HMNTS 643.e.20.(1.)',"b'The School for Arrogance: a comedy [in five acts, in prose], etc,Single Works'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001710655',b'London',b'monographic',b'creator',b'001710655',b'',b'1791'
1798,b'British Library HMNTS 644.k.25.(8.)',"b'Gresford Vale, and other poems'",b'Hookham & Carpenter',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001711964',b'London',b'monographic',b'creator',b'001711964',b'',b'1798'
1795,"b'British Library HMNTS 992.k.16-17.,British Library HMNTS 1078.h.1,2.,British Library HMNTS 239.k.25,26.,British Library HMNTS G.13039.'","b'Robin Hood; a collection of all the ancient poems, songs, and ballads now extant relative to that ... outlaw. To which are prefixed historical anecdotes of his life. [Edited by J. Ritson. With wood engravings by Thomas Bewick.]'",b'T. Egerton and J. Johnson',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001726472',b'enk',b'monographic',"b'contributor,creator'",b'001726472',b'',b'1795'
1789,"b'British Library HMNTS 644.k.21.(2.),British Library HMNTS 115.h.15.'","b'A Dissertation concerning two Odes of [or rather, ascribed to] Horace [marked as Carm. Lib. I. Ode 39-40] which have been discovered in the Palatine Library at Rome. [With the Latin text.],Supposititious Works. Latin'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001734261',b'London',b'monographic',b'creator',b'001734261',b'',b'1789'
1790,b'British Library HMNTS 992.h.21.(1.)',"b""To Sir J. Reynolds on his late resignation of the President's Chair of the Royal Academy. [Verses.],Single Works""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001746172',"b'London,]'",b'monographic',b'creator',b'001746172',b'',b'1790'
1798,b'British Library HMNTS 11602.ff.20.(1.)',"b'Retribution, and other poems'",b'W. Clarke',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001758623',b'London',b'monographic',b'creator',b'001758623',b'',b'1798'
1797,b'British Library HMNTS 993.h.25.',"b'Moral Tales in verse, founded on real events'",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001763392',b'London',b'monographic',b'creator',b'001763392',b'',b'1797'
1802-1789,b'British Library HMNTS 9505.ee.2.',"b""The History of England to the Revolution in 1688. New edition, with the author's last corrections, etc,History of England""",b'',b'',b'http://www.flickr.com/photos/britishlibrary/tags/sysnum001765206',b'London',b'monographic',b'creator',b'001765206',b'',b'1802'
